timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState
2026-07-31T09:49:56.699Z,31.9,62.7,484,0,1,64,23.2,61.3,0,952.7,0,0,25.7,60.3,422,0,1,33,22.8,70.3,447,0,1,45,19.2,81.8,428,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:01.702Z,31.9,62.6,498,0,2,71,23.2,61.3,0,952.6,0,0,25.7,60.1,402,0,1,25,22.8,70.2,476,0,1,59,19.2,81.9,467,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:06.700Z,31.9,62.6,498,0,2,71,23.2,61.3,0,952.7,0,0,25.8,60,448,0,1,46,22.7,70.3,480,0,1,62,19.3,81.8,456,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:11.700Z,32,62.7,511,0,2,78,23.1,61.3,0,952.7,0,0,25.8,59.9,424,0,1,34,22.8,70.3,482,0,1,63,19.2,81.9,423,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:16.699Z,32,62.7,512,0,2,78,23.1,61.3,0,952.7,0,0,25.8,59.9,434,0,1,39,22.8,70.3,500,0,2,72,19.2,81.9,445,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:21.700Z,32,62.5,493,0,2,69,23.1,61.4,0,952.7,0,0,25.8,59.8,444,0,1,44,22.7,70.3,488,0,2,66,19.2,81.8,438,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:26.700Z,32,61.9,490,0,2,67,23.1,61.4,0,952.7,0,0,25.9,59.7,420,0,1,33,22.7,70.3,476,0,1,60,19.3,81.9,412,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:31.700Z,32,61.8,471,0,1,57,23.1,61.4,0,952.7,0,0,25.9,59.6,446,0,1,45,22.7,70.3,481,0,1,62,19.3,81.9,422,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:36.699Z,32,61.3,460,0,1,52,23.1,61.3,0,952.7,0,0,25.9,59.5,419,0,1,32,22.7,70.3,498,0,2,71,19.2,82,424,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
2026-07-31T09:50:41.700Z,32.1,61,455,0,1,49,23.1,61.4,0,952.7,0,0,25.9,59.4,423,0,1,34,22.7,70.3,499,0,2,72,19.2,82,429,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,55,0,0,0,0
